customer_id,age,county,signup_date,last_purchase_date,tenure_months,monthly_charges,total_charges,num_support_tickets,has_internet,data_usage_gb,is_senior_citizen,dependents,device_model,referrer,feedback_text,churn,gender_Male,gender_Unknown,city_Kisumu,city_Machakos,city_Meru,city_Mombasa,city_Nairobi,city_Nairobi ,city_Naivasha,city_Nakuru,city_Nyeri,city_Thika,city_Unknown,plan_type_Premium,plan_type_Standard,plan_type_Unknown,plan_type_basic,payment_method_Cash,payment_method_Credit card,payment_method_M-Pesa,payment_method_M-pesa,payment_method_MPesa,payment_method_Unknown,contract_one year,contract_two year,contract_unknown,lifetime_value,expected_total,total_expected_diff,total_expected_pct_diff,is_total_mismatch,log_monthly_charges,log_total_charges,monthly_charges_yj,total_charges_yj
CUST000011,43.0,Unknown,12/17/2019,5/17/2021,39.0,640.48,40709.825,2.0,0,0.0,Yes,1.0,Xiaomi A30,Billboard,Network drops sometimes in the evening.,No,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24978.72,24978.72,15731.104999999996,0.6297802689649176,1,6.4637780066406085,10.614249306582769,-1.306004659541892,-0.027094493839585277
CUST000012,20.0,Meru,13-Jun-24,14/05/2026,14.0,878.54,12125.14,1.0,0,26.1,Yes,0.0,Samsung S14,X,Customer care took long to respond.,No,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12299.56,12299.56,-174.42000000000007,0.014180995092506227,0,6.7793990435299945,9.403118732004579,-0.45338605211893684,-1.1769449320750733
CUST000013,26.0,Kisumu,10/11/2019,4/1/2020,71.0,1341.56,95154.49,4.0,1,44.09,0,0.0,Xiaomi S9,Facebook,Unknown,No,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,95250.76,95250.76,-96.26999999998952,0.0010107005970344857,0,7.202333518121759,11.463267569430801,0.4139028516411537,0.9855518103402301
CUST000014,25.0,Nakuru,12/21/2024,22/09/2025,8.0,1107.17,40709.825,1.0,0,0.0,0,0.0,Xiaomi A49,Unknown,"Stable internet, happy so far.",No,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,8857.36,8857.36,31852.464999999997,3.5961578845159727,1,7.010465285141,10.614249306582769,0.05436736704754599,-0.027094493839585277
CUST000015,30.0,Uasin Gishu,30/05/2020,31/05/2020,64.0,2224.08,142196.32,2.0,0,26.1,No,1.0,Realme Y41,Unknown,"Stable internet, happy so far.",No,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,142341.12,142341.12,-144.79999999998836,0.001017274558469031,0,7.707548149010153,11.86497094947888,1.1462268410898269,1.535736077683061
CUST000016,28.0,Mombasa,6/9/2020,5/7/2021,63.0,1574.47,99209.49,2.0,1,44.98,No,1.0,Oppo S69,Google,Great service!,Yes,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,99191.61,99191.61,17.880000000004657,0.00018025718102573872,0,7.362308919441933,11.504999033649995,0.6764869932588603,1.0404415681705748
CUST000017,57.0,Meru,30/04/2024,12-Mar-25,16.0,1536.48,24401.85,1.0,0,0.0,Yes,1.0,Infinix C70,Twitter/X,Switching from competitor soon.,No,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,24583.68,24583.68,-181.83000000000175,0.007396370274913859,0,7.337899991465985,10.102455207739009,0.638433997834542,-0.5510892867916733
CUST000018,31.0,Uasin Gishu,3/1/2025,3/4/2025,6.0,1332.15,7833.6,4.0,0,0.0,No,1.0,Tecno Note5,Friend,Switching from competitor soon.,Yes,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,7992.900000000001,7992.900000000001,-159.30000000000018,0.019930188041884702,0,7.195299841979926,8.96630510051942,0.40161752080850316,-1.5211352707156096
CUST000019,42.0,Nakuru,7/11/2020,11/24/2020,58.0,857.03,50000.82,0.0,0,0.0,1,0.0,Samsung A76,Facebook,Switching from competitor soon....,Yes,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,49707.74,49707.74,293.08000000000175,0.00589606367137182,0,6.7546390639116645,10.819814683747818,-0.5132092442933291,0.2007935667312134
CUST000020,36.0,Nakuru,12/1/2024,19/09/2026,9.0,946.34,8205.73,1.0,0,26.1,0,0.0,Tecno Y78,Google,Great service!,No,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,8517.06,8517.06,-311.3299999999999,0.03655369341063271,0,6.853658057261852,9.012709828343562,-0.2804991639547023,-1.4861415817701216
CUST000021,42.0,Mombasa,9/30/2023,10/3/2023,23.0,816.55,18651.41,2.0,1,14.28,0,1.0,Infinix Note44,Unknown,"Stable internet, happy so far.",Yes,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,18780.649999999998,18780.649999999998,-129.23999999999796,0.00688155095803346,0,6.7063120629805955,9.833730639243559,-0.6332288029437871,-0.8031890099382484
CUST000022,25.0,Mombasa,17/05/2021,22/09/2021,52.0,1917.31,99886.02,4.0,1,51.5,No,0.0,Oppo S60,TV,Customer care took long to respond. ASAP,No,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,99700.12,99700.12,185.90000000000873,0.0018645915371015287,0,7.55919986907767,11.51179502626509,0.9592009682385403,1.0494288625679657
CUST000023,36.0,Mombasa,3/4/2021,10/26/2021,53.0,1048.72,40709.825,5.0,1,59.27,No,1.0,Vivo A28,Unknown,Great service!,No,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,55582.16,55582.16,-14872.335000000006,0.26757389421353434,1,6.9562787409230245,10.614249306582769,-0.05691638520854878,-0.027094493839585277
CUST000024,28.0,Nyeri,30-Jun-22,10/7/2022,38.0,915.32,34793.02,2.0,1,48.8,1,1.0,Tecno S30,Twitter/X,Unknown,Yes,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,34782.16,34782.16,10.859999999993306,0.0003122290277542566,0,6.820365648645547,10.45720081191608,-0.35681747323984736,-0.19429217880040994
CUST000025,20.0,Meru,6/23/2023,21/01/2024,26.0,771.89,20275.23,1.0,0,0.0,1,0.0,Apple Note13,Unknown,Customer care took long to respond....,Yes,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20069.14,20069.14,206.09000000000015,0.010269000066768674,0,6.650136735744741,9.917204542988152,-0.778328784842466,-0.7264905947118432
CUST000026,53.0,Nakuru,11/30/2023,6/18/2024,21.0,1048.72,40709.825,4.0,1,14.3,0,0.0,Tecno S30,Unknown,Network drops sometimes in the evening.,No,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,22023.12,22023.12,18686.704999999998,0.8485039812705534,1,6.9562787409230245,10.614249306582769,-0.05691638520854878,-0.027094493839585277
CUST000027,20.0,Kisumu,20-Oct-24,21/11/2024,10.0,1868.12,40709.825,1.0,1,45.55,No,0.5190771960958296,Apple Y34,Friend,NA (pls),No,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,18681.199999999997,18681.199999999997,22028.625,1.1791868295397954,1,7.533223010851945,10.614249306582769,0.9242522108301904,-0.027094493839585277
CUST000028,39.0,Nakuru,10/5/2020,5/5/2020,64.0,1102.79,40709.825,2.0,0,0.0,1,0.0,Infinix P1,Unknown,Please call me back.,No,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,70578.56,70578.56,-29868.735,0.42319841889661075,1,7.006504991352114,10.614249306582769,0.046386635995812664,-0.027094493839585277
CUST000029,27.0,Nakuru,10/12/2021,26/04/2022,47.0,1159.54,54537.96,3.0,1,34.7,0,1.0,Tecno A12,Google,Unknown,No,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,54498.38,54498.38,39.580000000001746,0.0007262601200256049,0,7.056640693022254,10.906670587644248,0.1456876423760728,0.3002653672387634
CUST000030,34.0,Uasin Gishu,7/9/2021,1/11/2022,50.0,618.77,31017.66,2.0,1,33.78,0,1.0,Realme Y41,Unknown,Sawa kabisa!,No,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,30938.5,30938.5,79.15999999999985,0.002558624367697118,0,6.429348441471647,10.342344237860656,-1.4118401760117123,-0.31291690648719783
CUST000031,15.0,Nairobi,9/20/2019,18/12/2019,72.0,1051.7,40709.825,3.0,0,26.1,1,1.0,Apple P45,Facebook,Unknown,No,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,75722.40000000001,75722.40000000001,-35012.57500000001,0.46238068259853815,1,6.959113571257279,10.614249306582769,-0.05098144571892748,-0.027094493839585277
CUST000032,23.0,Uasin Gishu,16-Oct-22,13/12/2022,35.0,607.84,21475.43,2.0,0,26.1,0,1.0,Tecno A72,Twitter/X,Customer care took long to respond.!!!,No,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21274.4,21274.4,201.02999999999884,0.00944938517654972,0,6.4115555074114665,9.974711333692547,-1.4676177350917552,-0.6728148125118891
CUST000033,31.0,Nairobi,8/6/2025,8/8/2025,0.0,1048.72,40709.825,3.0,1,18.07,No,0.0,Infinix P1,Billboard,Unknown,Yes,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,40709.825,40709824999999.99,1,6.9562787409230245,10.614249306582769,-0.05691638520854878,-0.027094493839585277
CUST000034,33.0,Machakos,18-Mar-25,27/01/2026,5.0,805.49,4104.24,3.0,1,25.74,No,0.0,Huawei Y16,TV,Please call me back.,Yes,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4027.45,4027.45,76.78999999999996,0.019066655079512072,0,6.692691498232348,8.320019485463737,-0.6678500767597063,-1.9726613848620778
CUST000035,31.0,Mombasa,7/31/2021,19-Nov-21,49.0,671.78,40709.825,2.0,0,0.0,Yes,0.0,Samsung A76,Radio,Network drops sometimes in the evening.,No,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,32917.22,32917.22,7792.604999999996,0.23673338757038898,1,6.511418381700844,10.614249306582769,-1.1640024336101267,-0.027094493839585277
CUST000036,50.0,Nakuru,7/8/2025,1/12/2027,0.0,1048.72,40709.825,2.0,0,0.0,Yes,0.0,Realme S32,Friend,Great service!,No,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0.0,0.0,-9612.924356223177,105711369099.25322,0,6.9562787409230245,10.614249306582769,-0.05691638520854878,-0.027094493839585277
CUST000037,20.0,Nyeri,6/21/2021,25-Jun-21,51.0,1048.72,40709.825,4.0,0,0.0,Yes,0.5190771960958296,Apple Note13,Unknown,Support was helpful via M-Pesa reversal.,Yes,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,53484.72,53484.72,-12774.895000000004,0.23885130182975187,1,6.9562787409230245,10.614249306582769,-0.05691638520854878,-0.027094493839585277
CUST000038,54.0,Kisumu,1/30/2019,9/22/2019,80.0,597.31,40709.825,2.0,1,0.0,1,0.0,Xiaomi A30,Friend,Great service!,No,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47784.799999999996,47784.799999999996,-7074.9749999999985,0.14805911084696077,1,6.3941090142793735,10.614249306582769,-1.5230381557196342,-0.027094493839585277
CUST000039,34.0,Nakuru,10/18/2019,1/25/2020,69.0,1637.2,112973.2,1.0,1,37.4,Yes,0.0,Oppo S60,TV,Overcharged? Not sure.,No,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,112966.8,112966.8,6.399999999994179,5.6653813332714764e-05,0,7.4013533570815015,11.63491475304175,0.735923789961011,1.2146282292902015
CUST000040,27.0,Nairobi,30/08/2019,6/18/2020,73.0,737.17,40709.825,0.0,1,70.93,Yes,0.0,Xiaomi S38,Friend,App keeps logging me out.,Yes,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,53813.409999999996,53813.409999999996,-13103.585,0.24350036542935594,1,6.604174150376977,10.614249306582769,-0.9016906523788984,-0.027094493839585277
CUST000041,43.0,Nakuru,26/07/2021,9/3/2021,50.0,920.35,46130.6,1.0,0,26.1,No,1.0,Vivo C42,Unknown,Unknown,No,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46017.5,46017.5,113.09999999999854,0.002457760634541122,0,6.82583998578087,10.739253460537407,-0.34413677993272596,0.11023726116620265
CUST000042,13.0,Meru,10/4/2019,8/20/2019,72.0,73712.77979999996,40709.825,3.0,1,52.67,1,0.0,Apple Y34,Google,Support was helpful via M-Pesa reversal.,No,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,6965460.72,6965460.72,-6924750.895,0.9941554727481112,1,11.20794503220654,10.614249306582769,2.617974179712264,-0.027094493839585277
CUST000043,36.0,Nairobi,5/9/2019,5/27/2019,77.0,975.16,74898.64,3.0,0,26.1,0,0.0,Nokia C35,TV,Unknown,No,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,75087.31999999999,75087.31999999999,-188.67999999999302,0.0025128077550242906,0,6.883626507403542,11.223904363085214,-0.21341443611450048,0.680394843812903
CUST000044,54.0,Nakuru,9/15/2022,9/17/2022,36.0,743.79,26291.59,4.0,0,0.0,0,0.0,Oppo C89,Unknown,Great service!,No,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,26776.44,26776.44,-484.84999999999854,0.018107336150734767,0,6.613102299449521,10.177042429417705,-0.8773932471781837,-0.47839604259391466
CUST000045,45.0,Kiambu,18-Oct-19,3/14/2020,71.0,930.99,40709.825,4.0,0,0.0,1,0.0,Apple S44,Radio,Overcharged? Not sure.,No,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,66100.29,66100.29,-25390.464999999997,0.3841203268548385,1,6.837322085014295,10.614249306582769,-0.3177086101368229,-0.027094493839585277
CUST000046,34.0,Nyeri,10/6/2024,10/25/2024,11.0,578.98,6315.67,2.0,0,26.1,1,0.0,Samsung A36,Unknown,Fiber upgrade requested.,No,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,6368.780000000001,6368.780000000001,-53.11000000000058,0.008339116753913974,0,6.3629936201873,8.750947449546809,-1.623700581523295,-1.6788789491811404
CUST000047,40.0,Kisumu,9/1/2021,5/13/2022,48.0,762.72,36827.2,1.0,0,0.0,0,0.0,Tecno A12,Google,Network drops sometimes in the evening.,Yes,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,36610.56,36610.56,216.63999999999942,0.0059174183623521065,0,6.638201229845264,10.514019135043583,-0.8099548484404229,-0.134476912900242
CUST000048,38.0,Nyeri,2/14/2022,14/05/2022,43.0,1560.44,66664.39,0.0,0,26.1,1,0.0,Infinix P1,Unknown,Please call me back. (pls),No,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,67098.92,67098.92,-434.52999999999884,0.006475961163011154,0,7.353363751393151,11.1074412066787,0.6626226206002493,0.5377078167160556
CUST000049,45.0,Kiambu,5/27/2021,6/10/2021,52.0,1048.72,28232.79,0.0,1,111.66,0,0.0,Samsung S29,Unknown,Customer care took long to respond.,No,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54533.44,54533.44,-26300.65,0.4822848146018208,1,6.9562787409230245,10.248274766575584,-0.05691638520854878,-0.407834580458474
CUST000050,33.0,Kisumu,1/17/2025,11/23/2025,7.0,680.93,5105.52,1.0,0,0.0,0,0.0,Nokia C35,Unknown,Unknown,Yes,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4766.509999999999,4766.509999999999,339.0100000000011,0.07112331664046231,0,6.524927013279501,8.538273433587396,-1.1246535334218168,-1.8273965627031161
CUST000051,28.0,Machakos,6/25/2020,1/7/2020,63.0,1048.72,40709.825,3.0,1,76.06,No,0.0,Oppo S69,Billboard,Customer care took long to respond.,No,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,66069.36,66069.36,-25359.535000000003,0.38383200624313024,1,6.9562787409230245,10.614249306582769,-0.05691638520854878,-0.027094493839585277
CUST000052,37.0,Kiambu,27/05/2025,9/4/2026,3.0,733.3,2052.17,1.0,0,26.1,Yes,1.0,Unknown,Unknown,Please call me back.,Yes,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2199.8999999999996,2199.8999999999996,-147.72999999999956,0.06715305241144254,0,6.598917664457565,7.627140219241003,-0.9160722747627207,-2.3896498853083714
CUST000053,32.0,Meru,6/18/2025,6/1/2026,2.0,1048.72,2005.83,1.0,0,26.1,0,1.0,Realme Note51,Radio,Please call me back.,No,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2097.44,2097.44,-91.61000000000013,0.04367705393239208,0,6.9562787409230245,7.604311641671172,-0.05691638520854878,-2.4023222105993707
CUST000054,34.0,Mombasa,20/04/2024,6/2/2024,16.0,3564.78,40709.825,3.0,0,26.1,0,1.0,Huawei Y16,Unknown,Great service!,Yes,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,57036.48,57036.48,-16326.655000000006,0.28624934427930543,1,8.179138102745409,10.614249306582769,1.6194610597638401,-0.027094493839585277
CUST000055,31.0,Kiambu,9/22/2021,12/25/2021,48.0,1048.72,35093.03,1.0,1,118.71,1,0.0,Huawei Y16,Facebook,Support was helpful via M-Pesa reversal.,Yes,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,50338.56,50338.56,-15245.529999999999,0.302859875212952,1,6.9562787409230245,10.465786309517698,-0.05691638520854878,-0.18530236655664617
CUST000056,32.0,Nakuru,4/21/2024,1/15/2025,16.0,1048.72,40709.825,2.0,0,26.1,No,0.0,Huawei Note11,Facebook,Switching from competitor soon.,Yes,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,16779.52,16779.52,23930.304999999997,1.4261614754175667,1,6.9562787409230245,10.614249306582769,-0.05691638520854878,-0.027094493839585277
CUST000057,35.0,Kisumu,26/07/2023,21/08/2023,25.0,1563.29,39193.49,2.0,1,84.37,1,0.5190771960958296,Oppo C89,X,Support was helpful via M-Pesa reversal.,No,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,39082.25,39082.25,111.23999999999796,0.0028463049082382698,0,7.355187325911608,10.57629145467441,0.6654565984403104,-0.06804356741404072
CUST000058,12.0,Nyeri,2/18/2021,2/18/2021,55.0,2209.62,40709.825,2.0,0,0.0,0,0.0,Apple S44,Friend,Fiber upgrade requested.!!!,No,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,121529.09999999999,121529.09999999999,-80819.275,0.6650199417258856,1,7.701028298153399,10.614249306582769,1.1384376757312147,-0.027094493839585277
CUST000059,24.0,Kiambu,2/2/2020,4/18/2021,68.0,953.03,64822.51,1.0,0,0.0,0,0.0,Vivo A28,TV,App keeps logging me out.,Yes,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,64806.04,64806.04,16.470000000001164,0.0002541429780310741,0,6.860695117494735,11.079423625183201,-0.26461063859057743,0.5039310003848361
CUST000060,46.0,Nakuru,1/11/2023,30/08/2024,22.0,619.58,13496.59,2.0,0,0.0,Yes,1.0,Apple Note13,Friend,"Stable internet, happy so far.",No,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,13630.76,13630.76,-134.17000000000007,0.00984317822337054,0,6.4306545246177675,9.510266429971676,-1.4077751508250567,-1.0872712763705217
CUST000061,42.0,Kiambu,22/12/2022,3-Mar-23,32.0,2099.96,67182.11,5.0,1,415.61,No,1.0,Samsung S29,TV,Network drops sometimes in the evening.,No,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,67198.72,67198.72,-16.610000000000582,0.00024717732718718946,0,7.650149662110695,11.115177155634514,1.0763250061208607,0.5470711902221835
CUST000062,28.0,Nakuru,1-Oct-23,10/21/2024,23.0,1048.72,40709.825,2.0,1,63.02,1,1.0,Infinix Note76,Facebook,Network drops sometimes in the evening.,No,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,94531.14414529916,94531.14414529916,-9612.924356223177,105711369099.25322,0,6.9562787409230245,10.614249306582769,-0.05691638520854878,-0.027094493839585277
CUST000063,42.0,Kiambu,8/11/2023,16/10/2023,25.0,1204.46,30004.56,2.0,1,97.07,1,0.0,Vivo Note35,TV,Customer care took long to respond.,No,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,30111.5,30111.5,-106.93999999999869,0.003551467047473395,0,7.094616515818124,10.309137976805525,0.2184532276300494,-0.3466501921166361
CUST000064,22.0,Nakuru,3/27/2024,2021/13/40,17.0,1271.44,21893.85,1.0,0,26.1,Yes,0.0,Samsung A36,Unknown,Great service!,No,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,21614.48,21614.48,279.369999999999,0.012925131670990284,0,7.148691596036008,9.994006728332835,0.31854804812083903,-0.6546500652309765
CUST000065,30.0,Machakos,8/10/2019,29-Dec-20,73.0,835.53,40709.825,1.0,1,64.32,0,1.0,Tecno Y78,Radio,Great service!,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60993.689999999995,60993.689999999995,-20283.864999999998,0.33255677759452934,1,6.729262383501663,10.614249306582769,-0.5756883789427417,-0.027094493839585277
