customer_id,age,gender,county,signup_date,last_purchase_date,tenure_months,monthly_charges,total_charges,num_support_tickets,has_internet,data_usage_gb,is_senior_citizen,dependents,device_model,referrer,feedback_text,churn,city_Kisumu,city_Machakos,city_Meru,city_Mombasa,city_Nairobi,city_Nairobi ,city_Naivasha,city_Nakuru,city_Niarobi,city_Nrb,city_Nyeri,city_Thika,plan_type_Premium,plan_type_Standard,plan_type_basic,payment_method_Cash,payment_method_Credit card,payment_method_M-Pesa,payment_method_MPesa,payment_method_Mpesa,contract_2-yr,contract_Month-to-month,contract_One year,contract_Two year
CUST000035,31.0,Male,Mombasa,7/31/2021,19-Nov-21,49.0,671.78,,2.0,0,0.0,Yes,No,Samsung A76,Radio,Network drops sometimes in the evening.,No,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
CUST000036,50.0,1,Nakuru,7/8/2025,1/12/2027,0.0,KES 804.24,-136.41,2.0,No,0.0,Yes,No,Realme S32,Friend,Great service!,No,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False
CUST000037,20.0,1,Nyeri,6/21/2021,25-Jun-21,51.0,,,4.0,No,0.0,Yes,,Apple Note13,,Support was helpful via M-Pesa reversal.,Yes,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
CUST000038,54.0,Other,Kisumu,1/30/2019,9/22/2019,80.0,597.31,,2.0,Yes,0.0,1,No,Xiaomi A30,Friend,Great service!,No,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
CUST000039,34.0,F,Nakuru,10/18/2019,1/25/2020,69.0,1637.2,112973.2,1.0,1,37.4,Yes,0,Oppo S60,TV,Overcharged? Not sure.,No,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False
CUST000040,27.0,1,Nairobi,30/08/2019,6/18/2020,73.0,737.17,,0.0,Yes,70.93,Yes,No,Xiaomi S38,Friend,App keeps logging me out.,Yes,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
CUST000041,43.0,0,Nakuru,26/07/2021,9/3/2021,50.0,920.35,46130.6,1.0,FALSE,,No,Yes,Vivo C42,,,No,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
CUST000042,13.0,0,Meru,10/4/2019,8/20/2019,72.0,96742.51,,3.0,TRUE,52.67,1,No,Apple Y34,Google,Support was helpful via M-Pesa reversal.,No,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False
CUST000043,36.0,M,Nairobi,5/9/2019,5/27/2019,77.0,975.16,74898.64,3.0,No,,0,0,Nokia C35,TV,,No,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
CUST000044,54.0,F,Nakuru,9/15/2022,9/17/2022,36.0,743.79,"26,291.59",4.0,FALSE,0.0,0,No,Oppo C89,,Great service!,No,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
CUST000045,45.0,Female,Kiambu,18-Oct-19,3/14/2020,71.0,930.99,,4.0,No,0.0,1,0,Apple S44,Radio,Overcharged? Not sure.,No,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
CUST000046,34.0,F,Nyeri,10/6/2024,10/25/2024,11.0,578.98,6315.67,2.0,0,,1,No,Samsung A36,,Fiber upgrade requested.,No,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
CUST000047,40.0,Other,Kisumu,9/1/2021,5/13/2022,48.0,762.72,36827.2,1.0,FALSE,0.0,0,0,Tecno A12,Google,Network drops sometimes in the evening.,Yes,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
CUST000048,38.0,Other,Nyeri,2/14/2022,14/05/2022,43.0,1560.44,66664.39,0.0,No,,1,0,Infinix P1,,Please call me back. (pls),No,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False
CUST000049,45.0,F,Kiambu,5/27/2021,6/10/2021,52.0,KES 539.48,28232.79,0.0,1,111.66,0,0,Samsung S29,,Customer care took long to respond.,No,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
CUST000050,33.0,Female,Kisumu,1/17/2025,11/23/2025,7.0,680.93,5105.52,1.0,FALSE,0.0,0,No,Nokia C35,,,Yes,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
CUST000051,28.0,Male,Machakos,6/25/2020,1/7/2020,63.0,,,3.0,Y,76.06,No,0,Oppo S69,Billboard,Customer care took long to respond.,No,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
CUST000052,37.0,Male,Kiambu,27/05/2025,9/4/2026,3.0,733.3,2052.17,1.0,0,,Yes,1,,,Please call me back.,Yes,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
CUST000053,32.0,Male,Meru,6/18/2025,6/1/2026,2.0,not available,2005.83,1.0,No,,0,Yes,Realme Note51,Radio,Please call me back.,No,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
CUST000054,34.0,0,Mombasa,20/04/2024,6/2/2024,16.0,3564.78,,3.0,No,,0,1,Huawei Y16,,Great service!,Yes,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False
CUST000055,31.0,Female,Kiambu,9/22/2021,12/25/2021,48.0,KES 738.24,35093.03,1.0,Y,118.71,1,No,Huawei Y16,Facebook,Support was helpful via M-Pesa reversal.,Yes,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
CUST000056,32.0,Male,Nakuru,4/21/2024,1/15/2025,16.0,,,2.0,0,,No,No,Huawei Note11,Facebook,Switching from competitor soon.,Yes,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False
CUST000057,35.0,1,Kisumu,26/07/2023,21/08/2023,25.0,1563.29,39193.49,2.0,Yes,84.37,1,,Oppo C89,X,Support was helpful via M-Pesa reversal.,No,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False
CUST000058,12.0,Male,Nyeri,2/18/2021,2/18/2021,55.0,2209.62, ,2.0,No,0.0,0,No,Apple S44,Friend,Fiber upgrade requested.!!!,No,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
CUST000059,24.0,1,Kiambu,2/2/2020,4/18/2021,68.0,953.03,64822.51,1.0,0,0.0,0,No,Vivo A28,TV,App keeps logging me out.,Yes,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
CUST000060,46.0,0,Nakuru,1/11/2023,30/08/2024,22.0,619.58,13496.59,2.0,FALSE,0.0,Yes,1,Apple Note13,Friend,"Stable internet, happy so far.",No,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
CUST000061,42.0,0,Kiambu,22/12/2022,3-Mar-23,32.0,2099.96,67182.11,5.0,1,415.61,No,1,Samsung S29,TV,Network drops sometimes in the evening.,No,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False
CUST000062,28.0,Male,Nakuru,1-Oct-23,10/21/2024,23.0,-460.55,-10579.43,,1,63.02,1,Yes,Infinix Note76,Facebook,Network drops sometimes in the evening.,No,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
CUST000063,42.0,,Kiambu,8/11/2023,16/10/2023,25.0,1204.46,30004.56,2.0,TRUE,97.07,1,0,Vivo Note35,TV,Customer care took long to respond.,No,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
CUST000064,22.0,F,Nakuru,3/27/2024,2021/13/40,17.0,1271.44,21893.85,1.0,No,,Yes,No,Samsung A36,,Great service!,No,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
CUST000065,30.0,F,Machakos,8/10/2019,29-Dec-20,73.0,835.53, ,1.0,Yes,64.32,0,1,Tecno Y78,Radio,Great service!,No,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
CUST000066,22.0,M,Nyeri,8-Feb-20,4/22/2020,67.0,1019.8,68528.41,0.0,N,0.0,1,No,Vivo C42,Friend,Customer care took long to respond.,No,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False
CUST000067,32.0,Female,Meru,6/9/2019,30-Sep-21,73.0,"1,656.76","120,810.92",,1,90.23,No,0,Tecno Y78,Facebook,Great service!,No,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False
CUST000068,10.0,0,,8-Jul-23,21/01/2024,26.0,,74534.17,2.0,TRUE,484.86,1,0,Infinix S90,,Network drops sometimes in the evening.,No,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
CUST000069,32.0,Other,Nairobi,10/21/2022,17/03/2025,34.0,767.51,26047.92,,0,0.0,Yes,1,Infinix S90,Radio,Fiber upgrade requested.,No,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
CUST000070,36.0,,Nakuru,3/23/2020,20-May-20,66.0,2785.46,184024.72,1.0,Y,74.48,No,1,Tecno A72,Twitter/X,App keeps logging me out.,Yes,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
CUST000071,26.0,Male,Machakos,10/15/2021,12/16/2021,47.0,705.98,32995.98,1.0,TRUE,67.66,Yes,Yes,Oppo S60,Billboard,App keeps logging me out.,No,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
CUST000072,45.0,1,Kiambu,23-Feb-21,23-Jun-21,55.0,1181.72,65151.91,0.0,1,0.0,No,0,Vivo C42,,Sawa kabisa!,No,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False
CUST000073,30.0,Other,Meru,2/18/2021,7/15/2021,55.0,879.36,48158.3,1.0,1,71.94,1,0,Infinix C70,Google,Network drops sometimes in the evening.,No,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
CUST000074,27.0,1,Uasin Gishu,1/5/2025,2/23/2025,8.0,2528.01,20298.65,3.0,Yes,74.12,No,No,Infinix Note76,,,No,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
CUST000075,49.0,0,Nakuru,1/12/2024,11/23/2023,20.0,1578.84,31880.19,6.0,FALSE,,0,0,Xiaomi S9,X,,No,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
CUST000076,51.0,1,,7/28/2020,26-May-21,62.0,"KES 2,189.82",135828.79,5.0,FALSE,,Yes,,Apple P20,,App keeps logging me out.,Yes,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
CUST000077,32.0,Female,,25-Sep-23,1/18/2024,23.0,837, ,2.0,Y,48.59,1,0,Tecno Note5,,Customer care took long to respond.,No,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
CUST000078,24.0,Female,Meru,21-Jan-21,24-Jun-21,56.0,899.86,50400.75,4.0,FALSE,0.0,1,1,Tecno A72,Radio,"Stable internet, happy so far.",Yes,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
CUST000079,51.0,M,Uasin Gishu,2/14/2022,25-Sep-22,43.0,646.97,27698.12,0.0,Y,58.66,0,No,Tecno S30,Facebook,,No,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
CUST000080,20.0,F,Nakuru,9-Mar-24,3/27/2025,18.0,1750.77,31404.61,,FALSE,0.0,No,Yes,Oppo Y82,Google,Network drops sometimes in the evening.,Yes,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False
CUST000081,53.0,Other,Meru,10/20/2021,11/1/2022,47.0,917.29,43177.44,1.0,No,,No,0,Xiaomi P59,,,Yes,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
CUST000082,21.0,Female,Machakos,5/11/2019,1/15/2020,71.0,2867.69,203660,5.0,Yes,54.58,1,Yes,Realme Note51,Radio,,No,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
CUST000083,31.0,F,Nakuru,21-Dec-23,6/30/2025,20.0,2718.42,54321.62,1.0,N,,Yes,No,Huawei A59,Radio,Fiber upgrade requested.,No,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
CUST000084,39.0,F,Mombasa,3/4/2025,8/12/2026,,1319.65,,1.0,FALSE,0.0,No,,Tecno A72,Facebook,"Stable internet, happy so far.",Yes,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
CUST000085,45.0,Other,Meru,6/2/2020,14/02/2020,67.0,3688.42, ,4.0,N,0.0,0,0,Realme S34,,Please call me back.,No,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False
CUST000086,33.0,Female,Machakos,27/07/2019,8/30/2019,74.0,3896.5,,,1,1266.11,Yes,,Realme Y41,Friend,Network drops sometimes in the evening.,No,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
CUST000087,30.0,Other,Nairobi,1/23/2025,4/9/2025,7.0,846.9,6002.22,2.0,N,0.0,0,1,Huawei Note11,Radio,"Stable internet, happy so far.",Yes,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
CUST000088,38.0,F,Uasin Gishu,3/2/2019,11/24/2019,79.0,818.95,"65,005.00",1.0,Y,93.18,1,1,Apple P45,Google,App keeps logging me out.,No,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
CUST000089,29.0,Female,Nakuru,1/18/2020,11/5/2020,68.0,1996.91,135805.67,4.0,No,0.0,No,Yes,Huawei P74,,App keeps logging me out.,No,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
CUST000090,31.0,F,Nakuru,8/26/2021,11/7/2021,49.0,563.68,27606.1,2.0,Y,32.51,1,No,Nokia S48,Friend,,No,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
CUST000091,51.0,M,,12/11/2020,11/1/2021,58.0,816.2,47150.5,,N,0.0,Yes,Yes,Apple Note13,Friend,,No,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
CUST000092,24.0,F,Meru,7/23/2023,12/1/2025,25.0,1466.18,36579.66,3.0,N,0.0,0,1,Apple Note13,,Fiber upgrade requested.,Yes,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
CUST000093,33.0,1,Nakuru,6/12/2024,12/6/2024,14.0,669.04, ,4.0,No,0.0,Yes,1,Vivo Note35,Billboard,Sawa kabisa!,No,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
CUST000094,31.0,1,Nakuru,5/25/2024,28-Jul-24,,3790.13, ,1.0,No,0.0,0,,Nokia C88,Facebook,App keeps logging me out.,Yes,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False
CUST000095,18.0,1,Machakos,25/05/2021,9/8/2021,52.0,KES 771.50,39946.19,3.0,1,84.41,0,0,Huawei Note11,X,Fiber upgrade requested.,No,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
CUST000096,3.0,Male,Meru,7/1/2023,2/14/2024,30.0,"KES 1,410.79",42345.78,1.0,TRUE,75.22,1,1,Oppo C32,Facebook,Customer care took long to respond.,Yes,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False
CUST000097,35.0,M,Kiambu,8/29/2019,26/07/2020,73.0,1519.61,110815.17,2.0,Yes,24.78,Yes,Yes,Tecno Note5,Twitter/X,Customer care took long to respond.,Yes,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
CUST000098,42.0,0,Kiambu,11/5/2020,2021/13/40,58.0,1030.93,59525.17,3.0,Yes,85.52,Yes,Yes,Vivo A30,Facebook,Fiber upgrade requested.,Yes,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False
CUST000099,30.0,Male,Nyeri,2/4/2023,7/9/2023,29.0,998.47,29022.86,3.0,0,0.0,1,0,Huawei P74,,Fiber upgrade requested.,No,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
CUST000100,32.0,F,Meru,9/1/2019,24/02/2019,81.0,1657.72,"134,382.07",4.0,0,0.0,No,No,Huawei C80,,Switching from competitor soon.,No,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
CUST000101,34.0,Other,Kiambu,5/19/2023,6/16/2023,27.0,910.28,24531.63,3.0,TRUE,1.94,No,0,Infinix S90,,"Stable internet, happy so far.",Yes,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
CUST000102,46.0,0,,12/22/2021,2/19/2022,45.0,1530.06,,1.0,TRUE,86.35,1,Yes,Oppo C89,,Switching from competitor soon.,Yes,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
